2.175	2.002	0.372	0.792	0.596	0.745	0.59	1.438
2.2	2.078	0.362	0.783	0.588	0.753	0.59	1.43
2.225	2.156	0.353	0.776	0.579	0.761	0.59	1.421
2.25	2.237	0.343	0.769	0.57	0.768	0.59	1.411
2.275	2.321	0.333	0.762	0.561	0.774	0.59	1.401
2.3	2.408	0.324	0.757	0.552	0.779	0.59	1.389
2.325	2.497	0.314	0.752	0.544	0.784	0.59	1.377
2.35	2.589	0.304	0.749	0.535	0.788	0.59	1.363
2.375	2.684	0.295	0.746	0.526	0.791	0.59	1.348
2.4	2.782	0.285	0.744	0.517	0.793	0.59	1.333
2.425	2.882	0.275	0.744	0.509	0.793	0.59	1.316
2.45	2.985	0.265	0.744	0.5	0.793	0.59	1.298
2.475	3.091	0.256	0.746	0.491	0.791	0.59	1.279
2.5	3.2	0.246	0.749	0.482	0.788	0.59	1.259
2.525	3.311	0.236	0.754	0.474	0.783	0.59	1.238
2.55	3.425	0.227	0.76	0.465	0.777	0.59	1.216
2.575	3.542	0.217	0.768	0.456	0.769	0.59	1.193
2.6	3.662	0.207	0.777	0.447	0.759	0.59	1.17
2.625	3.784	0.198	0.789	0.438	0.748	0.59	1.146
2.65	3.909	0.188	0.803	0.43	0.735	0.59	1.121
2.675	4.037	0.178	0.82	0.421	0.72	0.59	1.096
2.7	4.168	0.169	0.84	0.412	0.702	0.59	1.071
2.725	4.301	0.159	0.864	0.403	0.683	0.59	1.046
2.75	4.437	0.149	0.892	0.395	0.662	0.59	1.021
2.775	4.576	0.139	0.925	0.386	0.638	0.59	0.997
2.8	4.718	0.13	0.964	0.377	0.612	0.59	0.975
2.825	4.862	0.12	1.011	0.368	0.584	0.59	0.955
2.85	5.009	0.11	1.067	0.36	0.553	0.59	0.938
2.875	5.159	0.101	1.136	0.351	0.519	0.59	0.925
2.9	5.312	0.091	1.221	0.342	0.483	0.59	0.917
2.925	5.467	0.081	1.328	0.333	0.444	0.59	0.919
2.95	5.625	0.072	1.466	0.324	0.402	0.59	0.932
2.975	5.786	0.062	1.649	0.316	0.358	0.59	0.963
3.0	5.95	0.052	1.901	0.307	0.31	0.59	1.023
