140.0 100700.0 29.0 13.9 0.0 0.0
560.0 95000.0 25.0 14.7 0.0 0.0
1000.0 90000.0 21.0 14.6 0.0 0.0
1260.0 87500.0 18.0 13.6 0.0 0.0
1480.0 85000.0 17.0 12.7 0.0 0.0
1800.0 82500.0 14.5 11.5 0.0 0.0
1980.0 80000.0 13.0 10.4 0.0 0.0
2380.0 77500.0 10.5 8.7 0.0 0.0
2500.0 75000.0 9.0 7.3 0.0 0.0
3060.0 70000.0 5.0 4.7 0.0 0.0
3640.0 65000.0 1.0 2.8 0.0 0.0
4200.0 62500.0 -1.0 2.3 0.0 0.0
4250.0 60000.0 -3.0 2.0 0.0 0.0
4890.0 55000.0 -8.0 1.4 0.0 0.0
5270.0 52500.0 -11.0 1.3 0.0 0.0
5580.0 50000.0 -14.0 1.2 0.0 0.0
5800.0 47500.0 -16.5 1.0 0.0 0.0
6320.0 45000.0 -19.0 0.93 0.0 0.0
6480.0 43000.0 -21.0 0.80 0.0 0.0
7180.0 40000.0 -26.0 0.66 0.0 0.0
7440.0 37500.0 -30.0 0.47 0.0 0.0
8130.0 35000.0 -34.0 0.34 0.0 0.0
8720.0 32500.0 -38.0 0.24 0.0 0.0
9110.0 30000.0 -42.0 0.17 0.0 0.0
9840.0 27500.0 -46.5 0.11 0.0 0.0
10270.0 25000.0 -50.0 0.078 0.0 0.0
10580.0 22500.0 -53.0 0.054 0.0 0.0
11320.0 20000.0 -56.0 0.059 0.0 0.0
11580.0 17500.0 -58.5 0.046 0.0 0.0
12250.0 15000.0 -62.0 0.031 0.0 0.0
12580.0 13000.0 -64.0 0.026 0.0 0.0
13050.0 12500.0 -65.0 0.024 0.0 0.0
13580.0 11000.0 -66.5 0.020 0.0 0.0
14020.0 10000.0 -68.0 0.023 0.0 0.0
16570.0 10000.0 -68.0 0.023 0.0 0.0
