0.0 280.0 8.00 10.0 0.0 100000.0
100.0 279.5 7.80 10.0 0.0 98789.3
200.0 279.0 7.60 10.0 0.0 97586.8
300.0 278.5 7.40 10.0 0.0 96392.5
400.0 278.0 7.20 10.0 0.0 95206.4
500.0 277.5 7.00 10.0 0.0 94028.6
600.0 277.0 6.80 10.0 0.0 92858.9
700.0 276.5 6.60 10.0 0.0 91697.5
800.0 276.0 6.40 10.0 0.0 90544.3
900.0 275.5 6.20 10.0 0.0 89399.2
1000.0 275.0 6.00 10.0 0.0 88262.3
1100.0 274.5 5.80 10.0 0.0 87133.7
1200.0 274.0 5.60 10.0 0.0 86013.2
1300.0 273.0 5.40 10.0 0.0 84899.8
1400.0 272.0 5.20 10.0 0.0 83792.7
1500.0 271.0 5.00 10.0 0.0 82691.7
1600.0 270.0 4.80 10.0 0.0 81596.9
1700.0 269.0 4.50 10.0 0.0 80508.4
1800.0 268.0 4.20 10.0 0.0 79426.1
1900.0 267.0 3.90 10.0 0.0 78350.0
2000.0 266.0 3.60 10.0 0.0 77280.3
2100.0 265.0 3.30 10.0 0.0 76216.8
2200.0 264.0 3.00 10.0 0.0 75159.7
2300.0 263.0 2.70 10.0 0.0 74108.9
2400.0 262.0 2.40 10.0 0.0 73064.5
2500.0 261.0 2.10 10.0 0.0 72026.6
2600.0 260.0 1.80 10.0 0.0 70995.1
2700.0 259.0 1.60 10.0 0.0 69970.2
2800.0 258.0 1.40 10.0 0.0 68951.8
2900.0 257.0 1.20 10.0 0.0 67940.1
3000.0 256.0 1.00 10.0 0.0 66935.0
3100.0 255.0 0.90 10.0 0.0 65936.6
3200.0 254.0 0.80 10.0 0.0 64944.9
3300.0 253.0 0.70 10.0 0.0 63960.1
3400.0 252.0 0.60 10.0 0.0 62982.0
3500.0 251.0 0.50 10.0 0.0 62010.8
3600.0 250.0 0.45 10.0 0.0 61046.5
3700.0 249.0 0.40 10.0 0.0 60089.1
3800.0 248.5 0.35 10.0 0.0 59139.6
3900.0 248.0 0.30 10.0 0.0 58199.0
4000.0 247.5 0.25 10.0 0.0 57267.2
4100.0 247.0 0.22 10.0 0.0 56344.3
4200.0 246.5 0.20 10.0 0.0 55430.1
4300.0 246.0 0.18 10.0 0.0 54524.8
4400.0 245.5 0.16 10.0 0.0 53628.3
4500.0 245.0 0.14 10.0 0.0 52740.5
4600.0 244.5 0.12 10.0 0.0 51861.5
4700.0 244.0 0.10 10.0 0.0 50991.2
4800.0 243.5 0.09 10.0 0.0 50129.6
4900.0 243.0 0.08 10.0 0.0 49276.8
5000.0 242.5 0.07 10.0 0.0 48432.6
5100.0 242.0 0.06 10.0 0.0 47597.1
5200.0 241.5 0.05 10.0 0.0 46770.2
5300.0 241.0 0.04 10.0 0.0 45952.0
5400.0 240.5 0.03 10.0 0.0 45142.3
5500.0 240.0 0.02 10.0 0.0 44341.3
5600.0 240.0 0.02 10.0 0.0 43549.6
5700.0 240.0 0.02 10.0 0.0 42768.0
5800.0 240.0 0.02 10.0 0.0 41996.6
5900.0 240.0 0.02 10.0 0.0 41235.1
6000.0 240.0 0.02 10.0 0.0 40483.5
6100.0 240.5 0.02 10.0 0.0 39742.5
6200.0 241.0 0.02 10.0 0.0 39012.8
6300.0 241.5 0.02 10.0 0.0 38294.2
6400.0 242.0 0.02 10.0 0.0 37586.5
6500.0 242.5 0.02 10.0 0.0 36889.7
6600.0 243.0 0.02 10.0 0.0 36203.5
6700.0 243.5 0.02 10.0 0.0 35527.9
6800.0 244.0 0.02 10.0 0.0 34862.7
6900.0 244.5 0.02 10.0 0.0 34207.8
7000.0 245.0 0.02 10.0 0.0 33563.0
7100.0 245.5 0.02 10.0 0.0 32928.2
7200.0 246.0 0.02 10.0 0.0 32303.4
7300.0 246.5 0.02 10.0 0.0 31688.2
7400.0 247.0 0.02 10.0 0.0 31082.7
7500.0 247.5 0.02 10.0 0.0 30486.8
7600.0 248.0 0.02 10.0 0.0 29900.2
7700.0 248.5 0.02 10.0 0.0 29322.8
7800.0 249.0 0.02 10.0 0.0 28754.6
7900.0 249.5 0.02 10.0 0.0 28195.4
8000.0 250.0 0.02 10.0 0.0 27645.2
8100.0 250.5 0.02 10.0 0.0 27103.7
8200.0 251.0 0.02 10.0 0.0 26570.9
8300.0 251.5 0.02 10.0 0.0 26046.6
8400.0 252.0 0.02 10.0 0.0 25530.8
8500.0 252.5 0.02 10.0 0.0 25023.4
8600.0 253.0 0.02 10.0 0.0 24524.2
8700.0 253.5 0.02 10.0 0.0 24033.0
8800.0 254.0 0.02 10.0 0.0 23549.9
8900.0 254.5 0.02 10.0 0.0 23074.7
9000.0 255.0 0.02 10.0 0.0 22607.3
9100.0 255.5 0.02 10.0 0.0 22147.6
9200.0 256.0 0.02 10.0 0.0 21695.5
9300.0 256.5 0.02 10.0 0.0 21250.9
9400.0 257.0 0.02 10.0 0.0 20813.7
9500.0 257.5 0.02 10.0 0.0 20383.7
9600.0 258.0 0.02 10.0 0.0 19961.0
9700.0 258.5 0.02 10.0 0.0 19545.4
9800.0 259.0 0.02 10.0 0.0 19136.7
9900.0 259.5 0.02 10.0 0.0 18735.0
10000.0 260.0 0.02 10.0 0.0 18340.1
10100.0 260.5 0.02 10.0 0.0 17951.9
10200.0 261.0 0.02 10.0 0.0 17570.3
10300.0 261.5 0.02 10.0 0.0 17195.3
10400.0 262.0 0.02 10.0 0.0 16826.8
10500.0 262.5 0.02 10.0 0.0 16464.6
10600.0 263.0 0.02 10.0 0.0 16108.6
10700.0 263.5 0.02 10.0 0.0 15758.9
10800.0 264.0 0.02 10.0 0.0 15415.3
10900.0 264.5 0.02 10.0 0.0 15077.7
11000.0 265.0 0.02 10.0 0.0 14746.0
11100.0 265.5 0.02 10.0 0.0 14420.2
11200.0 266.0 0.02 10.0 0.0 14100.1
11300.0 266.5 0.02 10.0 0.0 13785.7
11400.0 267.0 0.02 10.0 0.0 13477.0
11500.0 267.5 0.02 10.0 0.0 13173.8
11600.0 268.0 0.02 10.0 0.0 12876.0
11700.0 268.5 0.02 10.0 0.0 12583.7
11800.0 269.0 0.02 10.0 0.0 12296.6
11900.0 269.5 0.02 10.0 0.0 12014.7
12000.0 270.0 0.02 10.0 0.0 11738.0
12100.0 270.5 0.02 10.0 0.0 11466.4
12200.0 271.0 0.02 10.0 0.0 11199.8
12300.0 271.5 0.02 10.0 0.0 10938.2
12400.0 272.0 0.02 10.0 0.0 10681.4
12500.0 272.5 0.02 10.0 0.0 10429.4
12600.0 273.0 0.02 10.0 0.0 10182.1
12700.0 273.5 0.02 10.0 0.0 9939.4
12800.0 274.0 0.02 10.0 0.0 9701.4
12900.0 274.5 0.02 10.0 0.0 9467.9
13000.0 275.0 0.02 10.0 0.0 9238.8
13100.0 275.5 0.02 10.0 0.0 9014.2
13200.0 276.0 0.02 10.0 0.0 8793.8
13300.0 276.5 0.02 10.0 0.0 8577.8
13400.0 277.0 0.02 10.0 0.0 8365.9
13500.0 277.5 0.02 10.0 0.0 8158.1
13600.0 278.0 0.02 10.0 0.0 7954.5
13700.0 278.5 0.02 10.0 0.0 7754.8
13800.0 279.0 0.02 10.0 0.0 7559.1
13900.0 279.5 0.02 10.0 0.0 7367.3
14000.0 280.0 0.02 10.0 0.0 7179.3
14100.0 280.5 0.02 10.0 0.0 6995.1
14200.0 281.0 0.02 10.0 0.0 6814.7
14300.0 281.5 0.02 10.0 0.0 6637.8
14400.0 282.0 0.02 10.0 0.0 6464.6
14500.0 282.5 0.02 10.0 0.0 6295.0
14600.0 283.0 0.02 10.0 0.0 6128.8
14700.0 283.5 0.02 10.0 0.0 5966.1
14800.0 284.0 0.02 10.0 0.0 5806.8
14900.0 284.5 0.02 10.0 0.0 5650.8
15000.0 285.0 0.02 10.0 0.0 5498.1
