0.000000 300.025079 14.000 0.2 0.000000 100000.000000
100.0	300.2	14.0	0.428571428571	0.0	98895.266460
200.0	300.4	13.8820965065	0.857142857143	0.0	97790.532920
300.0	300.6	13.764193013	1.28571428571	0.0	96685.799379
400.0	300.8	13.6462895195	1.71428571429	0.0	95581.065839
500.0	301.0	13.5283860259	2.14285714286	0.0	94485.301337
600.0	301.2	13.4104825324	2.57142857143	0.0	93425.412987
700.0	301.4	13.2925790389	3.0	0.0	92365.524637
800.0	301.6	13.1746755454	3.42857142857	0.0	91305.636286
900.0	301.8	13.0567720519	3.85714285714	0.0	90245.747936
1000.0	302.0	12.9388685584	4.28571428571	0.0	89203.729782
1100.0	302.372727273	12.5772619811	4.71428571429	0.0	88188.516921
1200.0	302.745454545	12.2229416667	5.14285714286	0.0	87173.304061
1300.0	303.118181818	11.87583585	5.57142857143	0.0	86158.091201
1400.0	303.490909091	11.5358718847	6.0	0.0	85142.878340
1500.0	303.863636364	11.2029762725	6.42857142857	0.0	84153.481465
1600.0	304.236363636	10.8770746933	6.85714285714	0.0	83181.295246
1700.0	304.609090909	10.5580920351	7.28571428571	0.0	82209.109028
1800.0	304.981818182	10.2459524243	7.71428571429	0.0	81236.922809
1900.0	305.354545455	9.94057925619	8.14285714286	0.0	80264.736591
2000.0	305.727272727	9.64189522607	8.57142857143	0.0	79325.976674
2100.0	306.1	9.34982235991	9.0	0.0	78395.573333
2200.0	306.472727273	9.06428204579	9.42857142857	0.0	77465.169993
2300.0	306.845454545	8.78519506531	9.85714285714	0.0	76534.766652
2400.0	307.218181818	8.51248162528	10.2857142857	0.0	75604.363311
2500.0	307.590909091	8.24606138961	10.7142857143	0.0	74714.810018
2600.0	307.963636364	7.98585351133	11.1428571429	0.0	73825.256725
2700.0	308.336363636	7.7317766649	11.5714285714	0.0	72935.703432
2800.0	308.709090909	7.4837490786	12.0	0.0	72046.150139
2900.0	309.081818182	7.24168856711	12.4285714286	0.0	71164.560969
3000.0	309.454545455	7.00551256424	12.8571428571	0.0	70314.828296
3100.0	309.827272727	6.77513815582	13.2857142857	0.0	69465.095622
3200.0	310.2	6.55048211264	13.7142857143	0.0	68615.362949
3300.0	310.572727273	6.33146092358	14.1428571429	0.0	67765.630275
3400.0	310.945454545	6.11799082881	14.5714285714	0.0	66931.387264
3500.0	311.318181818	5.90998785301	15.0	0.0	66120.378748
3600.0	311.690909091	5.68988996542	15.0	0.0	65309.370231
3700.0	312.063636364	5.45818239123	15.0	0.0	64498.361715
3800.0	312.436363636	5.2342768042	15.0	0.0	63687.353199
3900.0	312.809090909	5.01797373269	15.0	0.0	62898.892896
4000.0	313.181818182	4.80907681609	15.0	0.0	62125.464735
4100.0	313.554545455	4.60739280081	15.0	0.0	61352.036574
4200.0	313.927272727	4.41273153611	15.0	0.0	60578.608413
4300.0	314.3	4.22490596942	15.0	0.0	59805.180252
4400.0	314.672727273	4.04373214131	15.0	0.0	59060.878228
4500.0	315.045454545	3.86902918006	15.0	0.0	58323.857739
4600.0	315.418181818	3.70061929558	15.0	0.0	57586.837249
4700.0	315.790909091	3.53832777295	15.0	0.0	56849.816760
4800.0	316.163636364	3.3819829653	15.0	0.0	56112.796270
4900.0	316.536363636	3.23141628608	15.0	0.0	55410.995040
5000.0	316.909090909	3.0864622007	15.0	0.0	54709.193809
5100.0	317.281818182	2.9469582175	15.0	0.0	54007.392579
5200.0	317.654545455	2.81274487801	15.0	0.0	53305.591348
5300.0	318.027272727	2.6836657464	15.0	0.0	52610.595100
5400.0	318.4	2.55956739831	15.0	0.0	51942.818780
5500.0	318.772727273	2.44029940875	15.0	0.0	51275.042460
5600.0	319.145454545	2.32571433926	15.0	0.0	50607.266141
5700.0	319.518181818	2.21566772421	15.0	0.0	49939.489821
5800.0	319.890909091	2.11001805632	15.0	0.0	49284.846432
5900.0	320.263636364	2.00862677117	15.0	0.0	48649.902441
6000.0	320.636363636	1.911358231	15.0	0.0	48014.958450
6100.0	321.009090909	1.81807970749	15.0	0.0	47380.014458
6200.0	321.381818182	1.7286613637	15.0	0.0	46745.070467
6300.0	321.754545455	1.6429762351	15.0	0.0	46129.114998
6400.0	322.127272727	1.56090020968	15.0	0.0	45525.818544
6500.0	322.5	1.48231200711	15.0	0.0	44922.522090
6600.0	322.872727273	1.40709315706	15.0	0.0	44319.225636
6700.0	323.245454545	1.33512797654	15.0	0.0	43715.929183
6800.0	323.618181818	1.26630354636	15.0	0.0	43137.013126
6900.0	323.990909091	1.20050968667	15.0	0.0	42564.192169
7000.0	324.363636364	1.13763893162	15.0	0.0	41991.371212
7100.0	324.736363636	1.0775865031	15.0	0.0	41418.550255
7200.0	325.109090909	1.02025028368	15.0	0.0	40845.729298
7300.0	325.481818182	0.965530788563	15.0	0.0	40302.228581
7400.0	325.854545455	0.913331136842	15.0	0.0	39758.727864
7500.0	326.227272727	0.863557021796	15.0	0.0	39215.227147
7600.0	326.6	0.816116680462	15.0	0.0	38671.726430
7700.0	326.972727273	0.770920862384	15.0	0.0	38133.862685
7800.0	327.345454545	0.727882797607	15.0	0.0	37618.546822
7900.0	327.718181818	0.686918163925	15.0	0.0	37103.230960
8000.0	328.090909091	0.647945053422	15.0	0.0	36587.915098
8100.0	328.463636364	0.610883938319	15.0	0.0	36072.599235
8200.0	328.836363636	0.575657636166	15.0	0.0	35568.112093
8300.0	329.209090909	0.542191274401	15.0	0.0	35079.868031
8400.0	329.581818182	0.510412254323	15.0	0.0	34591.623968
8500.0	329.954545455	0.480250214487	15.0	0.0	34103.379905
