|-----------------------------------------------------------------------|
|-------------------------- Surface values for -------------------------|
|presssure (hPa) theta (K)	qv (g/kg)				|
|-----------------------------------------------------------------------|
1000.000000	300.000000	0.000000
|----------------------- Values at height levels -----------------------|
|height (m)	theta (K)	qv (g/kg)	u (m/s)		v (m/s)	|
|-----------------------------------------------------------------------|
10.000000	300.030000	0.000000	0.000000	0.000000
20.000000	300.060000	0.000000	0.000000	0.000000
30.000000	300.090000	0.000000	0.000000	0.000000
40.000000	300.120000	0.000000	0.000000	0.000000
50.000000	300.150000	0.000000	0.000000	0.000000
60.000000	300.180000	0.000000	0.000000	0.000000
70.000000	300.210000	0.000000	0.000000	0.000000
80.000000	300.240000	0.000000	0.000000	0.000000
90.000000	300.270000	0.000000	0.000000	0.000000
100.000000	300.300000	0.000000	0.000000	0.000000
110.000000	300.330000	0.000000	0.000000	0.000000
120.000000	300.360000	0.000000	0.000000	0.000000
130.000000	300.390000	0.000000	0.000000	0.000000
140.000000	300.420000	0.000000	0.000000	0.000000
150.000000	300.450000	0.000000	0.000000	0.000000
160.000000	300.480000	0.000000	0.000000	0.000000
170.000000	300.510000	0.000000	0.000000	0.000000
180.000000	300.540000	0.000000	0.000000	0.000000
190.000000	300.570000	0.000000	0.000000	0.000000
200.000000	300.600000	0.000000	0.000000	0.000000
210.000000	300.630000	0.000000	0.000000	0.000000
220.000000	300.660000	0.000000	0.000000	0.000000
230.000000	300.690000	0.000000	0.000000	0.000000
240.000000	300.720000	0.000000	0.000000	0.000000
250.000000	300.750000	0.000000	0.000000	0.000000
260.000000	300.780000	0.000000	0.000000	0.000000
270.000000	300.810000	0.000000	0.000000	0.000000
280.000000	300.840000	0.000000	0.000000	0.000000
290.000000	300.870000	0.000000	0.000000	0.000000
300.000000	300.900000	0.000000	0.000000	0.000000
310.000000	300.930000	0.000000	0.000000	0.000000
320.000000	300.960000	0.000000	0.000000	0.000000
330.000000	300.990000	0.000000	0.000000	0.000000
340.000000	301.020000	0.000000	0.000000	0.000000
350.000000	301.050000	0.000000	0.000000	0.000000
360.000000	301.080000	0.000000	0.000000	0.000000
370.000000	301.110000	0.000000	0.000000	0.000000
380.000000	301.140000	0.000000	0.000000	0.000000
390.000000	301.170000	0.000000	0.000000	0.000000
400.000000	301.200000	0.000000	0.000000	0.000000
410.000000	301.230000	0.000000	0.000000	0.000000
420.000000	301.260000	0.000000	0.000000	0.000000
430.000000	301.290000	0.000000	0.000000	0.000000
440.000000	301.320000	0.000000	0.000000	0.000000
450.000000	301.350000	0.000000	0.000000	0.000000
460.000000	301.380000	0.000000	0.000000	0.000000
470.000000	301.410000	0.000000	0.000000	0.000000
480.000000	301.440000	0.000000	0.000000	0.000000
490.000000	301.470000	0.000000	0.000000	0.000000
500.000000	301.500000	0.000000	0.000000	0.000000
510.000000	301.530000	0.000000	0.000000	0.000000
520.000000	301.560000	0.000000	0.000000	0.000000
